,points,province,variety
79633,89,Northern Spain,Tempranillo
79688,82,Northern Spain,Merlot
79690,82,Northern Spain,Merlot
79720,96,Northern Spain,Tempranillo Blend
79725,89,Northern Spain,Mencía
79729,89,Northern Spain,Tempranillo
79751,89,Northern Spain,Viura
79754,87,Northern Spain,Tempranillo
79842,84,Northern Spain,Viura
79843,84,Catalonia,Trepat
79893,84,Northern Spain,Tempranillo Blend
79900,84,Catalonia,Sparkling Blend
79908,84,Northern Spain,Tempranillo Blend
79937,90,Northern Spain,Tempranillo
79948,90,Northern Spain,Tempranillo Blend
79970,83,Spain Other,White Blend
79971,83,Northern Spain,White Blend
79974,83,Northern Spain,Tempranillo
79975,83,Northern Spain,Tempranillo
79984,83,Northern Spain,Tempranillo
79988,83,Northern Spain,Garnacha
79991,83,Northern Spain,Tempranillo-Garnacha
80059,93,Northern Spain,Tinta de Toro
80082,92,Northern Spain,Tempranillo
80153,88,Northern Spain,Tempranillo Blend
80154,88,Central Spain,Tempranillo Blend
80156,88,Central Spain,Tempranillo
80209,90,Northern Spain,Tinta de Toro
80220,86,Catalonia,Red Blend
80247,84,Catalonia,Rosé
80273,83,Northern Spain,Tempranillo Blend
80274,83,Spain Other,Mencía
80335,91,Northern Spain,Tempranillo
80357,91,Northern Spain,Tempranillo Blend
80365,84,Levante,Monastrell-Syrah
80442,92,Northern Spain,Mencía
80447,92,Northern Spain,Mencía
80476,90,Northern Spain,Tempranillo
80568,87,Levante,Red Blend
80572,87,Levante,Tempranillo Blend
80581,87,Central Spain,Sparkling Blend
80661,91,Northern Spain,Tempranillo
80662,91,Northern Spain,Tinta de Toro
80663,91,Catalonia,Red Blend
80666,91,Andalucia,Moscatel
80700,92,Catalonia,Red Blend
80748,90,Catalonia,Red Blend
80818,89,Northern Spain,Mencía
80893,87,Northern Spain,Red Blend
80909,90,Northern Spain,Garnacha
80921,90,Levante,Cabernet Sauvignon-Shiraz
80931,88,Galicia,Albariño
80953,86,Northern Spain,Garnacha
80966,86,Catalonia,Sparkling Blend
80969,86,Catalonia,Sparkling Blend
80974,85,Northern Spain,Tempranillo
80976,85,Northern Spain,Red Blend
80983,85,Northern Spain,Tempranillo Blend
80989,85,Andalucia,Sherry
80998,85,Northern Spain,Red Blend
81022,90,Northern Spain,Tempranillo
81038,90,Galicia,Albariño
81044,89,Northern Spain,Tempranillo Blend
81047,89,Northern Spain,Tempranillo Blend
81051,89,Northern Spain,Merlot
81057,89,Catalonia,Red Blend
81068,89,Northern Spain,Tempranillo Blend
81121,87,Andalucia,Palomino
81173,84,Northern Spain,Tempranillo
81243,89,Northern Spain,Tempranillo
81247,89,Northern Spain,Tempranillo
81336,91,Northern Spain,Tempranillo Blend
81356,91,Northern Spain,Tempranillo
81386,81,Northern Spain,White Blend
81389,81,Galicia,Albariño
81390,80,Catalonia,White Blend
81392,80,Catalonia,Chardonnay
81434,85,Northern Spain,Tinto Fino
81441,85,Northern Spain,Viura
81444,85,Northern Spain,Chardonnay
81447,85,Northern Spain,Sauvignon Blanc
81532,88,Catalonia,Grenache
81533,88,Catalonia,Red Blend
81566,89,Catalonia,Sparkling Blend
81629,92,Central Spain,Red Blend
81631,92,Northern Spain,Tempranillo
81652,89,Northern Spain,Tempranillo
81663,89,Catalonia,Red Blend
81869,89,Northern Spain,Tempranillo Blend
81880,89,Northern Spain,Tempranillo
81960,89,Northern Spain,Tempranillo Blend
81980,92,Andalucia,Pedro Ximénez
81981,92,Andalucia,Sherry
81990,91,Catalonia,Red Blend
81993,91,Andalucia,Sherry
81994,91,Catalonia,Red Blend
81997,87,Northern Spain,Red Blend
82029,88,Catalonia,Sparkling Blend
82038,88,Andalucia,Sherry
82086,86,Northern Spain,Tempranillo
82207,87,Catalonia,Sparkling Blend
82211,87,Catalonia,Macabeo
82218,87,Catalonia,Sparkling Blend
82222,87,Catalonia,Sparkling Blend
82238,86,Northern Spain,Verdejo
82245,86,Northern Spain,Tempranillo
82246,86,Catalonia,Sparkling Blend
82401,88,Andalucia,Sherry
82424,86,Northern Spain,Rosé
82425,86,Northern Spain,Tempranillo
82436,86,Northern Spain,Tempranillo
82446,86,Northern Spain,Garnacha-Syrah
82448,92,Northern Spain,Tempranillo Blend
82489,94,Northern Spain,Tempranillo
82490,94,Northern Spain,Tempranillo
82610,83,Levante,Tempranillo
82611,83,Northern Spain,Red Blend
82618,83,Catalonia,White Blend
82625,83,Catalonia,White Blend
82628,82,Central Spain,White Blend
82688,88,Northern Spain,Tempranillo
82691,88,Northern Spain,Grenache
82693,88,Northern Spain,White Blend
82700,88,Northern Spain,Verdejo
82702,88,Northern Spain,Viura
82703,88,Catalonia,Pinot Noir
82704,88,Central Spain,Tempranillo
82739,81,Northern Spain,Red Blend
82741,81,Levante,Monastrell
82742,81,Northern Spain,Tempranillo
82743,81,Northern Spain,Tempranillo-Garnacha
82744,80,Northern Spain,Verdejo
82745,80,Central Spain,Red Blend
82747,80,Northern Spain,Verdejo-Viura
82749,80,Northern Spain,Tempranillo
82768,90,Northern Spain,Tempranillo Blend
82769,90,Andalucia,Sherry
82770,90,Northern Spain,Mencía
82798,91,Northern Spain,Tempranillo
82803,91,Andalucia,Pedro Ximénez
82847,88,Northern Spain,Tempranillo
82848,88,Northern Spain,Tempranillo Blend
82888,85,Northern Spain,Tempranillo Blend
82892,85,Northern Spain,Tempranillo
82893,85,Northern Spain,Godello
82898,85,Northern Spain,Verdejo
82901,85,Northern Spain,White Blend
82913,85,Northern Spain,Tempranillo
83006,87,Catalonia,Sparkling Blend
83012,87,Central Spain,Tempranillo-Cabernet Sauvignon
83014,87,Catalonia,Red Blend
83082,88,Andalucia,Sherry
83100,89,Northern Spain,Tempranillo
83110,89,Northern Spain,Tempranillo
83215,88,Northern Spain,Tempranillo
83225,88,Northern Spain,Tempranillo
83231,88,Galicia,Albariño
83246,88,Catalonia,Sparkling Blend
83266,88,Northern Spain,Red Blend
83309,92,Northern Spain,Tempranillo
83317,92,Northern Spain,Red Blend
83403,87,Northern Spain,Tempranillo
83420,90,Catalonia,Red Blend
83468,95,Northern Spain,Tinta de Toro
83485,88,Levante,Red Blend
83486,88,Catalonia,Sparkling Blend
83491,88,Northern Spain,Mazuelo
83502,86,Northern Spain,Red Blend
83504,86,Northern Spain,Viura-Verdejo
83515,86,Catalonia,Sparkling Blend
83528,85,Catalonia,Sparkling Blend
83701,89,Northern Spain,Red Blend
83702,89,Northern Spain,Graciano
83707,89,Northern Spain,Tempranillo Blend
83725,89,Galicia,Albariño
83733,89,Northern Spain,Tempranillo
83740,89,Northern Spain,Viura
83741,89,Catalonia,Tempranillo-Cabernet Sauvignon
83742,89,Andalucia,Pedro Ximénez
83766,91,Andalucia,Pedro Ximénez
83769,91,Northern Spain,Tempranillo Blend
83802,89,Catalonia,Sparkling Blend
83806,93,Northern Spain,Tinto Fino
83824,93,Northern Spain,Tinto Fino
83834,82,Central Spain,Tempranillo
83837,82,Northern Spain,Verdejo
83838,81,Central Spain,Tempranillo-Shiraz
83841,81,Northern Spain,Syrah
83842,81,Catalonia,Garnacha
83843,81,Northern Spain,Garnacha
83847,80,Central Spain,Tempranillo
83848,80,Northern Spain,Syrah-Grenache
83850,80,Northern Spain,Garnacha
83875,89,Northern Spain,Tempranillo
83884,89,Galicia,Albariño
83888,89,Catalonia,Sparkling Blend
83891,89,Northern Spain,Tempranillo
83894,83,Levante,Tempranillo
83909,83,Central Spain,Tempranillo
83920,83,Northern Spain,Tinta de Toro
84006,88,Levante,Monastrell
84028,88,Catalonia,Sparkling Blend
84182,88,Northern Spain,Tempranillo
84183,88,Central Spain,Tempranillo Blend
84190,88,Northern Spain,Tempranillo
84194,88,Northern Spain,Tempranillo
84199,88,Galicia,Albariño
84286,93,Northern Spain,Tempranillo
84288,93,Northern Spain,Tempranillo
84316,88,Catalonia,Red Blend
84497,91,Northern Spain,Mencía
84531,88,Northern Spain,Tempranillo Blend
84533,88,Catalonia,Sparkling Blend
84579,94,Northern Spain,Tempranillo
84613,93,Catalonia,Cabernet Sauvignon
84624,93,Northern Spain,Tinta de Toro
84635,92,Northern Spain,Tempranillo Blend
84781,90,Northern Spain,Graciano
84783,90,Northern Spain,Tempranillo
84787,89,Northern Spain,Tempranillo Blend
84835,86,Northern Spain,Red Blend
84920,90,Northern Spain,Tempranillo
84922,90,Levante,Red Blend
84924,90,Northern Spain,Verdejo
84939,90,Northern Spain,Tempranillo
84961,86,Spanish Islands,White Blend
85001,82,Northern Spain,Tempranillo
85004,82,Northern Spain,Red Blend
85005,82,Northern Spain,Tinta de Toro
85006,82,Northern Spain,Tempranillo
85008,81,Northern Spain,Chardonnay
85011,81,Northern Spain,Cabernet Sauvignon-Tempranillo
85048,89,Northern Spain,Tempranillo Blend
85057,89,Northern Spain,Mencía
85068,89,Northern Spain,Tempranillo
85140,92,Andalucia,Sherry
85143,92,Andalucia,Pedro Ximénez
85156,95,Northern Spain,Tinta de Toro
85163,94,Northern Spain,Tinta de Toro
85178,94,Northern Spain,Tempranillo
85214,88,Northern Spain,Tempranillo
85228,88,Northern Spain,Tempranillo
85278,93,Northern Spain,Tempranillo
85338,94,Northern Spain,Tinta de Toro
85447,88,Northern Spain,Tinta de Toro
85448,88,Central Spain,Tempranillo Blend
85483,92,Northern Spain,Tempranillo
85553,87,Northern Spain,White Blend
85555,87,Northern Spain,Verdejo
85556,87,Catalonia,Malvasia
85559,87,Northern Spain,Maturana
85563,87,Northern Spain,Tempranillo
85564,87,Northern Spain,Tempranillo
85631,92,Northern Spain,Tempranillo
85636,92,Northern Spain,Tempranillo Blend
85727,89,Northern Spain,Tempranillo
85834,90,Northern Spain,Mencía
85836,90,Northern Spain,Tempranillo
85984,88,Catalonia,Red Blend
85986,88,Northern Spain,Tempranillo-Cabernet Sauvignon
85994,88,Northern Spain,Red Blend
86009,88,Northern Spain,Tempranillo
86066,90,Northern Spain,Tempranillo
86081,90,Northern Spain,Tinto Fino
86083,90,Northern Spain,Tempranillo Blend
86121,90,Northern Spain,Tempranillo
86138,89,Northern Spain,Tempranillo
86147,89,Northern Spain,Tempranillo
86149,89,Northern Spain,Tinto Fino
86156,89,Northern Spain,Mencía
86157,89,Catalonia,Red Blend
86194,85,Northern Spain,Garnacha
86202,85,Northern Spain,Tempranillo
86203,85,Northern Spain,Tempranillo
86210,85,Catalonia,Sparkling Blend
86211,85,Northern Spain,Grenache
86215,85,Northern Spain,Verdejo
86223,91,Levante,Muscat
86229,91,Catalonia,Red Blend
86235,91,Northern Spain,Tempranillo
86242,91,Andalucia,Pedro Ximénez
86246,91,Catalonia,Red Blend
86290,84,Northern Spain,White Blend
86304,84,Catalonia,Tempranillo
86324,88,Andalucia,Red Blend
86329,88,Northern Spain,Godello
86336,89,Catalonia,Red Blend
86410,90,Catalonia,Red Blend
86422,85,Catalonia,Red Blend
86442,91,Northern Spain,Mencía
86489,93,Northern Spain,Tempranillo Blend
86506,87,Catalonia,Sparkling Blend
86515,87,Northern Spain,Red Blend
86574,85,Galicia,Albariño
86578,85,Northern Spain,Tempranillo
86595,84,Northern Spain,White Blend
86605,92,Northern Spain,Tinta de Toro
86616,92,Northern Spain,Tempranillo
86687,85,Northern Spain,Tempranillo
86689,85,Catalonia,Sparkling Blend
86691,82,Central Spain,Verdejo-Viura
86694,82,Northern Spain,Verdejo
86699,82,Northern Spain,Chardonnay
86701,82,Northern Spain,Viura
86711,80,Levante,White Blend
86715,80,Northern Spain,Chardonnay
86740,92,Northern Spain,Tempranillo
86766,92,Catalonia,Sparkling Blend
86786,86,Northern Spain,Garnacha-Syrah
86790,86,Galicia,Albariño
86793,86,Northern Spain,Tempranillo
86801,86,Northern Spain,Tempranillo
86806,91,Levante,Monastrell
86820,91,Northern Spain,Tempranillo Blend
86826,91,Northern Spain,Tempranillo
86843,87,Andalucia,Sherry
86846,86,Northern Spain,Tempranillo
86853,84,Catalonia,Sparkling Blend
86947,90,Catalonia,Sparkling Blend
86948,90,Catalonia,Red Blend
86951,90,Northern Spain,Tempranillo Blend
87053,86,Catalonia,Sparkling Blend
87057,86,Northern Spain,Garnacha
87125,97,Northern Spain,Tinta de Toro
87126,96,Northern Spain,Red Blend
87134,96,Northern Spain,Tempranillo
87135,96,Northern Spain,Red Blend
87138,95,Northern Spain,Tinta de Toro
87171,92,Northern Spain,Tempranillo Blend
87179,83,Northern Spain,Rosé
87202,82,Northern Spain,Tempranillo Blend
87209,86,Catalonia,Sparkling Blend
87210,86,Levante,Tempranillo
87213,86,Levante,Tempranillo
87215,86,Catalonia,Trepat
87252,90,Andalucia,Pedro Ximénez
87284,92,Northern Spain,Tempranillo Blend
87292,92,Northern Spain,Tempranillo Blend
87327,92,Catalonia,Red Blend
87355,86,Northern Spain,Tempranillo Blend
87399,86,Catalonia,Red Blend
87446,86,Northern Spain,Garnacha
87467,85,Northern Spain,Prieto Picudo
87468,85,Northern Spain,Tempranillo
87473,85,Northern Spain,Tempranillo
87480,85,Northern Spain,Tempranillo Blend
87483,85,Northern Spain,Graciano
87534,92,Northern Spain,Tinta de Toro
87569,85,Catalonia,Sparkling Blend
87597,90,Northern Spain,Tempranillo Blend
87601,90,Northern Spain,Tinta de Toro
87644,90,Northern Spain,Tempranillo Blend
87645,90,Northern Spain,Red Blend
87778,90,Northern Spain,Tinto Fino
87788,90,Northern Spain,Red Blend
87808,88,Galicia,White Blend
87825,88,Northern Spain,Tempranillo
87834,88,Northern Spain,Tinto Fino
87846,88,Northern Spain,Tempranillo
87888,88,Levante,Monastrell
87898,88,Northern Spain,Tempranillo Blend
87905,88,Northern Spain,Tempranillo Blend
88004,86,Northern Spain,Rosé
88013,86,Catalonia,Red Blend
88017,86,Catalonia,Sparkling Blend
88018,86,Catalonia,Red Blend
88092,83,Central Spain,Tempranillo
88094,83,Central Spain,Verdejo
88095,83,Central Spain,Tempranillo
88103,83,Northern Spain,Verdejo
88105,83,Levante,Macabeo
88107,83,Northern Spain,Tempranillo
88110,90,Galicia,Mencía
88126,90,Catalonia,Sparkling Blend
88195,85,Northern Spain,Godello
88199,85,Catalonia,Sparkling Blend
88200,85,Catalonia,Tempranillo
88201,85,Catalonia,Sparkling Blend
88204,85,Northern Spain,Tempranillo Blend
88213,84,Catalonia,Sparkling Blend
88219,84,Northern Spain,Tempranillo
88225,84,Catalonia,Tempranillo-Merlot
88234,89,Northern Spain,Tempranillo-Garnacha
88235,89,Northern Spain,Tempranillo
88254,89,Northern Spain,Tempranillo
88255,89,Galicia,Mencía
88262,89,Northern Spain,Tempranillo Blend
88266,89,Andalucia,Cabernet Sauvignon-Syrah
88339,89,Levante,Red Blend
88396,87,Northern Spain,Garnacha-Tempranillo
88402,87,Northern Spain,Tempranillo
88409,87,Catalonia,Sparkling Blend
88426,93,Northern Spain,Tempranillo
88428,93,Northern Spain,Tempranillo
88438,93,Northern Spain,Tempranillo
88521,84,Northern Spain,Tempranillo
88522,84,Northern Spain,Viura
88527,84,Northern Spain,Red Blend
88536,85,Northern Spain,Garnacha
88563,85,Northern Spain,Tempranillo
88587,90,Northern Spain,Tempranillo
88598,87,Catalonia,Red Blend
88600,87,Northern Spain,Tempranillo Blend
88641,88,Northern Spain,Tempranillo
88663,91,Northern Spain,Tempranillo
88686,94,Northern Spain,Tempranillo
88692,94,Northern Spain,Tinto Fino
88718,87,Northern Spain,Tempranillo
88720,87,Levante,Syrah
88758,87,Central Spain,Tempranillo-Garnacha
88762,87,Northern Spain,Garnacha
88768,87,Galicia,Albariño
88779,86,Central Spain,Tempranillo-Cabernet Sauvignon
88784,86,Central Spain,Bobal
88787,85,Levante,Bobal
88799,85,Northern Spain,Tempranillo Blend
88839,84,Central Spain,Tempranillo
88848,83,Central Spain,Sauvignon Blanc
88851,83,Northern Spain,Chardonnay
88944,90,Northern Spain,Tempranillo
89063,92,Northern Spain,Tinta de Toro
89073,91,Northern Spain,Red Blend
89075,91,Northern Spain,Tinta de Toro
89097,87,Northern Spain,Tempranillo
89103,87,Catalonia,Sparkling Blend
89107,87,Northern Spain,Tempranillo
89108,87,Northern Spain,Tempranillo
89109,87,Northern Spain,Tempranillo Blend
89111,87,Galicia,Albariño
89117,87,Catalonia,Sparkling Blend
89125,88,Northern Spain,Verdejo
89127,88,Galicia,Godello
89131,88,Northern Spain,Tempranillo Blend
89132,88,Northern Spain,Tempranillo
89229,88,Catalonia,Sparkling Blend
89331,87,Northern Spain,Garnacha
89380,86,Northern Spain,Red Blend
89409,90,Northern Spain,Tinto Fino
89426,90,Northern Spain,Tempranillo Blend
89429,90,Northern Spain,Tempranillo Blend
89432,90,Northern Spain,Tempranillo Blend
89444,90,Northern Spain,Tempranillo
89527,84,Northern Spain,Verdejo
89528,84,Northern Spain,Tempranillo Blend
89537,84,Catalonia,Xarel-lo
89573,90,Northern Spain,Mencía
89601,87,Northern Spain,Tempranillo-Garnacha
89615,87,Northern Spain,Red Blend
89678,84,Northern Spain,Viura-Chardonnay
89696,90,Northern Spain,Tempranillo Blend
89769,89,Northern Spain,Tempranillo
89789,89,Northern Spain,Tempranillo Blend
89828,92,Levante,Monastrell
89850,92,Northern Spain,Tempranillo
89859,93,Spain Other,Red Blend
89889,87,Northern Spain,Tempranillo
89906,89,Catalonia,Red Blend
89918,89,Northern Spain,Tempranillo
89920,89,Northern Spain,Rosé
89942,93,Northern Spain,Red Blend
89952,87,Northern Spain,Tempranillo
89953,87,Northern Spain,Tempranillo-Garnacha
89977,89,Levante,Red Blend
90065,90,Galicia,Albariño
90079,90,Catalonia,Macabeo
90080,90,Catalonia,Trepat
90098,89,Northern Spain,Tempranillo
90101,89,Northern Spain,Tempranillo Blend
90229,82,Central Spain,Tempranillo
90234,82,Northern Spain,Tempranillo Blend
90242,82,Catalonia,Sparkling Blend
90243,82,Central Spain,Viura
90248,86,Central Spain,Viura
90260,86,Central Spain,Tempranillo
90262,85,Northern Spain,Tempranillo
90322,88,Northern Spain,Tempranillo
90374,93,Catalonia,Red Blend
90377,86,Catalonia,Sparkling Blend
90416,88,Northern Spain,Garnacha
90423,88,Northern Spain,Mencía
90533,92,Central Spain,Cabernet Blend
90534,92,Central Spain,Graciano
90538,92,Catalonia,Sparkling Blend
90612,83,Catalonia,Sparkling Blend
90615,83,Northern Spain,Red Blend
90628,83,Northern Spain,Rosé
90630,83,Northern Spain,Rosé
90631,83,Northern Spain,Tempranillo
90796,86,Catalonia,Red Blend
90866,89,Andalucia,Palomino
90894,82,Northern Spain,Tempranillo
90923,81,Catalonia,Macabeo
90933,80,Northern Spain,Tempranillo
90934,80,Northern Spain,Tempranillo
91047,88,Catalonia,Sparkling Blend
91094,86,Northern Spain,Red Blend
91106,91,Northern Spain,Tempranillo
91118,91,Northern Spain,Mencía
91175,85,Northern Spain,Tempranillo
91195,92,Northern Spain,Mencía
91197,92,Northern Spain,Tinta de Toro
91198,92,Catalonia,White Blend
91201,92,Central Spain,Red Blend
91212,86,Northern Spain,Tempranillo
91213,86,Northern Spain,Tempranillo
91217,86,Northern Spain,Garnacha
91219,86,Northern Spain,Garnacha
91224,86,Northern Spain,Tempranillo
91226,86,Northern Spain,Tempranillo
91394,86,Northern Spain,Tempranillo
91395,86,Northern Spain,Red Blend
91416,86,Northern Spain,Verdejo
91418,86,Northern Spain,Verdejo
91430,87,Northern Spain,Tempranillo Blend
91479,91,Levante,Monastrell
91674,82,Galicia,Albariño
91675,82,Northern Spain,Garnacha
91688,81,Northern Spain,White Blend
91849,95,Catalonia,Red Blend
91868,85,Catalonia,Sparkling Blend
91879,85,Catalonia,Sparkling Blend
91958,84,Northern Spain,Tempranillo
91960,84,Central Spain,Tempranillo Blend
92018,85,Northern Spain,Tempranillo
92169,88,Northern Spain,Tempranillo
92177,87,Northern Spain,Tinta de Toro
92226,87,Catalonia,Red Blend
92232,87,Catalonia,Sparkling Blend
92280,84,Northern Spain,Tempranillo
92293,84,Northern Spain,Grenache
92299,84,Spain Other,Prieto Picudo
92367,84,Galicia,Albariño
92377,87,Levante,Monastrell
92384,87,Northern Spain,Mencía
92401,87,Catalonia,Sparkling Blend
92405,87,Northern Spain,Tempranillo
92417,87,Catalonia,Red Blend
92440,81,Central Spain,Tempranillo
92447,80,Northern Spain,Rosé
92454,88,Northern Spain,Tempranillo
92469,88,Galicia,Albariño
92552,87,Northern Spain,Tempranillo
92647,91,Catalonia,Red Blend
92717,91,Andalucia,Palomino
92918,89,Levante,Monastrell-Petit Verdot
92934,89,Andalucia,Palomino
92982,93,Northern Spain,Mencía
93069,92,Northern Spain,Tempranillo
93087,92,Andalucia,Sherry
93091,92,Northern Spain,Tempranillo
93104,90,Catalonia,White Blend
93124,90,Northern Spain,Tempranillo Blend
93161,89,Galicia,Albariño
93189,86,Northern Spain,Garnacha
93195,86,Northern Spain,Graciano
93203,86,Northern Spain,White Blend
93205,86,Catalonia,Red Blend
93238,90,Catalonia,Red Blend
93242,90,Central Spain,Garnacha
93275,84,Levante,Red Blend
93285,84,Northern Spain,White Blend
93300,86,Northern Spain,Tempranillo
93301,86,Northern Spain,Tempranillo
93303,86,Northern Spain,Tempranillo
93375,87,Catalonia,Sparkling Blend
93385,92,Northern Spain,Tempranillo
93398,92,Northern Spain,Tempranillo
93410,90,Andalucia,Pedro Ximénez
93413,90,Catalonia,Red Blend
93425,90,Levante,Syrah
93467,87,Galicia,Albariño
93495,88,Northern Spain,Tempranillo
93514,88,Galicia,Albariño
93517,88,Northern Spain,Tempranillo
93585,87,Northern Spain,Tempranillo Blend
93640,91,Levante,Monastrell
93644,90,Levante,Monastrell
93685,80,Northern Spain,Rosé
93757,91,Northern Spain,Tempranillo
93880,88,Northern Spain,Tempranillo
93889,88,Northern Spain,Verdejo
93957,83,Northern Spain,Tempranillo
93960,83,Northern Spain,Garnacha
93961,83,Northern Spain,Chardonnay
93966,83,Northern Spain,Tempranillo
94047,90,Levante,Monastrell
94080,86,Northern Spain,Mencía
94090,86,Northern Spain,Tempranillo
94098,88,Northern Spain,Godello
94151,93,Northern Spain,Tempranillo
94152,93,Northern Spain,Tempranillo
94250,84,Northern Spain,Prieto Picudo
94253,84,Northern Spain,Verdejo
94256,84,Levante,White Blend
94352,85,Northern Spain,Tinta de Toro
94354,85,Northern Spain,Tempranillo
94476,87,Levante,Bobal
94523,91,Spanish Islands,Red Blend
94568,85,Northern Spain,Tempranillo
94570,85,Catalonia,Sparkling Blend
94572,85,Northern Spain,Tempranillo
94586,85,Northern Spain,Garnacha
94587,85,Catalonia,Pinot Noir
94588,85,Northern Spain,Syrah
94670,87,Northern Spain,Red Blend
94685,85,Northern Spain,Garnacha
94686,85,Northern Spain,Red Blend
94689,85,Northern Spain,Verdejo
94690,85,Levante,Monastrell
94692,85,Northern Spain,Rosé
94695,85,Northern Spain,Tempranillo
94734,91,Catalonia,Sparkling Blend
94736,91,Northern Spain,Tempranillo
94788,93,Northern Spain,Tinto Fino
94907,84,Northern Spain,Tempranillo
94964,85,Catalonia,Sparkling Blend
94978,85,Northern Spain,Garnacha
94991,88,Central Spain,Syrah
95052,95,Northern Spain,Tempranillo
95120,89,Andalucia,Sherry
95208,91,Northern Spain,Tempranillo
95218,84,Catalonia,Sparkling Blend
95232,84,Catalonia,Sparkling Blend
95246,83,Levante,Monastrell
95247,83,Northern Spain,Garnacha
95256,82,Catalonia,Sparkling Blend
95257,82,Northern Spain,Tempranillo
95262,82,Northern Spain,Godello
95266,82,Levante,Red Blend
95371,90,Northern Spain,Red Blend
95373,90,Northern Spain,Tempranillo Blend
95376,90,Catalonia,Sparkling Blend
95389,86,Northern Spain,Tempranillo
95409,86,Northern Spain,Tempranillo Blend
95412,86,Northern Spain,Red Blend
95428,87,Catalonia,Sparkling Blend
95430,87,Catalonia,Red Blend
95505,89,Northern Spain,Tempranillo Blend
95512,89,Northern Spain,Red Blend
95513,89,Northern Spain,Tempranillo
95520,89,Galicia,Albariño
95650,86,Catalonia,Red Blend
95721,89,Catalonia,Garnacha
95749,89,Levante,Red Blend
95759,89,Galicia,Albariño
95764,89,Northern Spain,Tempranillo Blend
95765,89,Northern Spain,Garnacha
95766,89,Catalonia,Sparkling Blend
95775,90,Andalucia,Sherry
95795,90,Northern Spain,Tempranillo Blend
95803,90,Northern Spain,Tempranillo Blend
95890,84,Northern Spain,Tempranillo
95892,84,Northern Spain,Tempranillo
95893,84,Northern Spain,Tempranillo Blend
95894,84,Northern Spain,Tempranillo
95993,86,Northern Spain,Tempranillo Blend
96001,86,Northern Spain,Tempranillo
96031,88,Catalonia,White Blend
96086,87,Catalonia,Sparkling Blend
96100,87,Northern Spain,Garnacha
96107,87,Northern Spain,White Blend
96111,87,Northern Spain,Garnacha
96147,92,Northern Spain,Tempranillo-Merlot
96150,92,Northern Spain,Tempranillo Blend
96157,92,Northern Spain,Tempranillo
96175,83,Northern Spain,Tempranillo Blend
96179,83,Northern Spain,Verdejo
96195,83,Northern Spain,White Blend
96270,89,Northern Spain,Tempranillo
96287,92,Catalonia,Red Blend
96329,92,Northern Spain,Tempranillo Blend
96464,86,Central Spain,Tempranillo
96468,86,Levante,Monastrell
96500,84,Galicia,Godello
96573,84,Northern Spain,Tempranillo Blend
96579,84,Northern Spain,Garnacha
96583,84,Central Spain,Red Blend
96584,84,Northern Spain,Garnacha
96587,84,Northern Spain,Tempranillo
96588,84,Northern Spain,White Blend
96770,89,Northern Spain,Mencía
96775,88,Northern Spain,Tempranillo Blend
96778,88,Levante,Red Blend
96805,90,Northern Spain,Tempranillo
96808,90,Central Spain,Syrah-Petit Verdot
96813,90,Northern Spain,Tempranillo
96931,86,Catalonia,Sparkling Blend
96967,87,Catalonia,Sparkling Blend
96999,87,Northern Spain,Verdejo
97061,86,Northern Spain,Tempranillo Blend
97066,86,Catalonia,Sparkling Blend
97070,86,Levante,White Blend
97106,83,Northern Spain,Rosé
97116,82,Catalonia,Sparkling Blend
97120,82,Northern Spain,Garnacha
97121,82,Northern Spain,Rosé
97125,82,Northern Spain,Viura
97130,82,Northern Spain,Rosé
97145,87,Catalonia,Red Blend
97164,82,Northern Spain,Tempranillo
97168,82,Northern Spain,Tempranillo
97176,82,Northern Spain,Mencía
97181,81,Central Spain,Red Blend
97182,80,Northern Spain,Godello
97183,80,Northern Spain,Mencía
97184,80,Northern Spain,Tempranillo
97192,86,Northern Spain,Godello
97400,92,Catalonia,Sparkling Blend
97401,92,Northern Spain,Tempranillo
97421,92,Northern Spain,Tempranillo-Cabernet Sauvignon
97485,88,Catalonia,Red Blend
97487,88,Galicia,Albariño
97488,88,Levante,Red Blend
97513,88,Catalonia,Sparkling Blend
97525,88,Catalonia,Sparkling Blend
97651,92,Northern Spain,Tempranillo
97654,92,Catalonia,Red Blend
97655,92,Catalonia,Red Blend
97714,91,Northern Spain,Tempranillo Blend
97715,91,Northern Spain,Tempranillo Blend
97735,91,Northern Spain,Red Blend
97766,92,Northern Spain,Tempranillo
97812,84,Northern Spain,Tempranillo
97818,84,Northern Spain,Rosado
97819,84,Northern Spain,Tempranillo
97832,83,Northern Spain,Tempranillo
97838,83,Northern Spain,Garnacha
97912,85,Levante,Red Blend
97930,85,Northern Spain,Sauvignon Blanc
97933,84,Northern Spain,Tempranillo
97935,84,Catalonia,White Blend
97941,84,Northern Spain,Verdejo
98032,91,Northern Spain,Red Blend
98034,91,Catalonia,Sparkling Blend
98048,87,Levante,Monastrell
98062,87,Northern Spain,Maturana
98177,86,Central Spain,Red Blend
98181,86,Catalonia,Sparkling Blend
98269,91,Catalonia,Red Blend
98413,92,Catalonia,Red Blend
98430,92,Northern Spain,Tinta de Toro
98431,92,Northern Spain,Mencía
98432,92,Catalonia,White Blend
98548,80,Northern Spain,Viura
98556,95,Northern Spain,Tempranillo
98612,86,Catalonia,Sparkling Blend
